,name,population,lat,lon
382,ARQUES-LA-BATAILLE,2.5,49.8821767195,1.1367858461
383,BELLENGREVILLE,0.5,49.9107866159,1.22780682049
384,BOURVILLE,0.30000000000000004,49.795809684,0.82372418387
385,CANOUVILLE,0.30000000000000004,49.8064199555,0.597683771595
386,FLOCQUES,0.7000000000000001,50.0348687665,1.36482281726
387,FONTAINE-SOUS-PREAUX,0.5,49.485549107,1.16858781468
388,FONTENAY,1.0,49.5698530615,0.178104990731
389,GANZEVILLE,0.4,49.7314996982,0.403637131189
390,GRUMESNIL,0.5,49.6204750653,1.69327955955
391,HENOUVILLE,1.2,49.4750504907,0.951322211324
392,ILLOIS,0.30000000000000004,49.7454018898,1.64586609284
393,MANIQUERVILLE,0.5,49.6944811187,0.346572121697
394,MANNEVILLE-LA-GOUPIL,1.0,49.6116014086,0.347552661099
395,MELAMARE,0.8,49.539757869,0.436022183281
396,MESNIL-RAOUL,0.9,49.3972282851,1.27517747043
397,MONTIVILLIERS,16.5,49.5442665298,0.190325264974
398,MORGNY-LA-POMMERAYE,1.1,49.5199542797,1.25089069783
399,NORVILLE,0.9,49.4816595994,0.643538536644
400,OUVILLE-LA-RIVIERE,0.6000000000000001,49.8737511428,0.982537676244
401,QUIEVRECOURT,0.4,49.725385425,1.41857602963
402,ROUEN,110.7,49.4413460103,1.09256784278
403,SAINTE-AGATHE-D'ALIERMONT,0.30000000000000004,49.8251228166,1.33849691279
404,SAINT-ANTOINE-LA-FORET,1.0,49.5385601912,0.480932207517
405,SAINTE-AUSTREBERTHE,0.6000000000000001,49.6017062639,0.972327447526
406,SAINT-EUSTACHE-LA-FORET,1.1,49.5542884203,0.451368836604
407,SAINT-GEORGES-SUR-FONTAINE,0.9,49.5471041519,1.17538219534
408,SAINT-JACQUES-SUR-DARNETAL,2.6,49.4457877857,1.20822620847
409,SAINT-LAURENT-DE-BREVEDENT,1.4,49.5325966653,0.269281714398
410,SAINT-MAURICE-D'ETELAN,0.30000000000000004,49.4585668505,0.625051868596
411,SANDOUVILLE,0.8,49.4777178239,0.301065445929
412,LA TRINITE-DU-MONT,0.7000000000000001,49.5455789044,0.557898876882
413,TRIQUERVILLE,0.4,49.5022889378,0.618435725887
414,TROUVILLE,0.6000000000000001,49.584302439,0.60043974665
415,VARENGEVILLE-SUR-MER,1.0,49.9033508402,0.996096920995
416,VEAUVILLE-LES-BAONS,0.7000000000000001,49.6543611356,0.759245923284
417,VILLAINVILLE,0.30000000000000004,49.6596668934,0.239594399689
418,AMPONVILLE,0.4,48.2874371683,2.53069073747
419,BRAY-SUR-SEINE,2.4,48.4145972795,3.24389965363
420,CHALAUTRE-LA-PETITE,0.5,48.5273173873,3.31527496472
421,LA CHAPELLE-RABLAIS,0.9,48.5059176558,2.96075561449
422,CHARMENTRAY,0.30000000000000004,48.9509081872,2.77901265334
