,Unnamed: 0,admin,capital,city,country,iso2,lat,lng,population,population_proper,ranks,continent_code,continent
20,20,Tchad,admin,Massenya,Chad,TD,11.4039,16.1705,0.0,,235,AF,Afrique
21,21,Tchad,admin,Massakory,Chad,TD,12.995999,15.729269,0.0,,376,AF,Afrique
22,22,Tchad,admin,Faya,Chad,TD,17.925698,19.104275,0.0,,15,AF,Afrique
23,23,Tchad,admin,Koumra,Chad,TD,8.912561,17.553922,0.0,,1597,AF,Afrique
24,24,Tchad,admin,Goz Beïda,Chad,TD,12.224841,21.41034,0.0,,16,AF,Afrique
25,25,Tchad,admin,Bardaï,Chad,TD,21.35494,17.001210999999998,0.0,,1650,AF,Afrique
26,26,Tchad,admin,Am Djarass,Chad,TD,16.065889000000002,22.843078,0.0,,306,AF,Afrique
0,0,Congo Kinshasa,primary,Kinshasa,Congo (Kinshasa),CD,-4.327108,15.30717,7843000.0,5565703.0,1531,AF,Afrique
1,1,Congo Kinshasa,admin,Lubumbashi,Congo (Kinshasa),CD,-11.671453,27.479161,1352000.0,876634.0,772,AF,Afrique
2,2,Congo Kinshasa,admin,Mbuji-Mayi,Congo (Kinshasa),CD,-6.134238,23.610154,1295000.0,874761.0,17,AF,Afrique
3,3,Congo Kinshasa,admin,Kananga,Congo (Kinshasa),CD,-5.896241000000002,22.416588,765000.0,463546.0,18,AF,Afrique
4,4,Congo Kinshasa,admin,Kikwit,Congo (Kinshasa),CD,-5.041748,18.819516,637736.0,294210.0,236,AF,Afrique
5,5,Congo Kinshasa,admin,Kisangani,Congo (Kinshasa),CD,0.5152800000000001,25.190987,578470.0,539158.0,533,AF,Afrique
6,6,Congo Kinshasa,admin,Bukavu,Congo (Kinshasa),CD,-2.490765,28.84281,436779.0,225389.0,191,AF,Afrique
8,8,Congo Kinshasa,admin,Kolwezi,Congo (Kinshasa),CD,-10.716667,25.4725,418000.0,418000.0,338,AF,Afrique
11,11,Congo Kinshasa,admin,Mbandaka,Congo (Kinshasa),CD,0.048647,18.260335,274996.0,184185.0,1926,AF,Afrique
13,13,Congo Kinshasa,admin,Kindu,Congo (Kinshasa),CD,-2.9437330000000004,25.922369,262914.0,135698.0,1817,AF,Afrique
14,14,Congo Kinshasa,admin,Matadi,Congo (Kinshasa),CD,-5.838611,13.463056,245862.0,180109.0,1599,AF,Afrique
15,15,Congo Kinshasa,admin,Kalemie,Congo (Kinshasa),CD,-5.919012,29.190363,206257.0,146974.0,1534,AF,Afrique
16,16,Congo Kinshasa,admin,Gemena,Congo (Kinshasa),CD,3.2565060000000003,19.772336,198056.0,117639.0,237,AF,Afrique
22,22,Congo Kinshasa,admin,Isiro,Congo (Kinshasa),CD,2.7739130000000003,27.616028000000004,157196.0,127076.0,1535,AF,Afrique
26,26,Congo Kinshasa,admin,Goma,Congo (Kinshasa),CD,-1.674092,29.228452,144124.0,144124.0,1927,AF,Afrique
27,27,Congo Kinshasa,admin,Kamina,Congo (Kinshasa),CD,-8.735077,24.997983,128803.0,73557.0,1785,AF,Afrique
32,32,Congo Kinshasa,admin,Bunia,Congo (Kinshasa),CD,1.5594059999999998,30.252237,96764.0,26310.0,1536,AF,Afrique
