,Unnamed: 0,admin,capital,city,country,iso2,lat,lng,population,population_proper,ranks,continent_code,continent
5,5,Philippines,admin,Bacolod,Philippines,PH,10.6677,122.9533,949354.0,511820.0,1587,AS,Asie
6,6,Philippines,admin,Cebu City,Philippines,PH,10.311111,123.891667,815000.0,798634.0,1588,AS,Asie
7,7,Philippines,admin,Zamboanga City,Philippines,PH,6.910255,122.071715,773000.0,457623.0,1589,AS,Asie
9,9,Philippines,admin,Iligan,Philippines,PH,8.230833,124.236111,464599.0,464599.0,1576,AS,Asie
10,10,Philippines,admin,Baguio City,Philippines,PH,16.417154999999998,120.590998,447824.0,272714.0,1591,AS,Asie
12,12,Philippines,admin,Pasay City,Philippines,PH,14.54559,120.995818,403064.0,403064.0,1594,AS,Asie
14,14,Philippines,admin,Legazpi City,Philippines,PH,13.1387,123.7353,320081.0,320081.0,1596,AS,Asie
15,15,Philippines,admin,Angeles City,Philippines,PH,15.146953,120.588858,314493.0,314493.0,1597,AS,Asie
16,16,Philippines,admin,Olongapo,Philippines,PH,14.838907999999998,120.285118,304388.0,227270.0,1598,AS,Asie
18,18,Philippines,admin,Tacloban,Philippines,PH,11.243333,125.004722,280006.0,189090.0,1600,AS,Asie
19,19,Philippines,admin,Cotabato,Philippines,PH,7.223611,124.246389,279519.0,179433.0,1601,AS,Asie
23,23,Philippines,admin,Butuan,Philippines,PH,8.949167,125.543611,190557.0,190557.0,1605,AS,Asie
24,24,Philippines,admin,Tarlac City,Philippines,PH,15.480169,120.59794,183930.0,183930.0,1606,AS,Asie
25,25,Philippines,admin,Dagupan City,Philippines,PH,16.0435,120.3397,163676.0,163676.0,1592,AS,Asie
26,26,Philippines,admin,Pagadian,Philippines,PH,7.8257,123.437,159590.0,159590.0,1607,AS,Asie
27,27,Philippines,admin,Puerto Princesa,Philippines,PH,9.739167,118.735278,157144.0,138620.0,1575,AS,Asie
28,28,Philippines,admin,Tuguegarao,Philippines,PH,17.615772,121.722849,115105.0,115105.0,1573,AS,Asie
29,29,Philippines,admin,Roxas City,Philippines,PH,11.585278,122.751111,102688.0,81073.0,1543,AS,Asie
31,31,Philippines,admin,Surigao,Philippines,PH,9.789,125.495,87832.0,42134.0,1545,AS,Asie
33,33,Philippines,admin,Vigan,Philippines,PH,17.571456,120.385975,48545.0,48545.0,1547,AS,Asie
34,34,Philippines,admin,Tagum,Philippines,PH,7.447493,125.809359,6726.0,6726.0,1548,AS,Asie
37,37,Philippines,admin,Mamburao,Philippines,PH,13.2233,120.596,0.0,,1551,AS,Asie
40,40,Philippines,admin,Bongao,Philippines,PH,5.029167,119.773056,0.0,,1554,AS,Asie
41,41,Philippines,admin,San Jose,Philippines,PH,10.18,125.568333,0.0,,1555,AS,Asie
42,42,Philippines,admin,Alabel,Philippines,PH,6.101792,125.290478,0.0,,1556,AS,Asie
43,43,Philippines,admin,Siquijor,Philippines,PH,9.2142,123.515,0.0,,1574,AS,Asie
44,44,Philippines,admin,Marikina City,Philippines,PH,14.641379999999998,121.111796,0.0,,1557,AS,Asie
45,45,Philippines,admin,Antipolo,Philippines,PH,14.5886,121.1757,0.0,,1559,AS,Asie
46,46,Philippines,admin,Naga City,Philippines,PH,13.6232,123.1841,0.0,,1560,AS,Asie
47,47,Philippines,admin,Bontoc,Philippines,PH,17.0899,120.978,0.0,,1561,AS,Asie
51,51,Philippines,admin,Lapu-Lapu City,Philippines,PH,10.310278,123.949444,0.0,,1565,AS,Asie
53,53,Philippines,admin,Iloilo,Philippines,PH,10.696944,122.564444,0.0,,1567,AS,Asie
54,54,Philippines,admin,Virac,Philippines,PH,13.5848,124.2374,0.0,,1568,AS,Asie
56,56,Philippines,admin,Baler,Philippines,PH,15.7589,121.5607,0.0,,1570,AS,Asie
57,57,Philippines,admin,Ipil,Philippines,PH,7.7844440000000015,122.58611100000002,0.0,,1571,AS,Asie
58,58,Philippines,admin,Kalibo,Philippines,PH,11.7086,122.3648,0.0,,1572,AS,Asie
60,60,Philippines,admin,Mandaue City,Philippines,PH,10.323663,123.943558,0.0,,1608,AS,Asie
61,61,Philippines,admin,Bayombong,Philippines,PH,16.4812,121.1497,0.0,,1609,AS,Asie
62,62,Philippines,admin,Navotas,Philippines,PH,14.647676,120.959073,0.0,,1610,AS,Asie
64,64,Philippines,admin,Catarman,Philippines,PH,12.4989,124.6377,0.0,,1647,AS,Asie
65,65,Philippines,admin,Batangas,Philippines,PH,13.7567,121.0584,0.0,,1648,AS,Asie
66,66,Philippines,admin,Ilagan,Philippines,PH,17.148539000000003,121.889244,0.0,,1649,AS,Asie
67,67,Philippines,admin,Cabarroguis,Philippines,PH,16.511054,121.521176,0.0,,1650,AS,Asie
69,69,Philippines,admin,Kabugao,Philippines,PH,18.023116,121.184003,0.0,,1652,AS,Asie
71,71,Philippines,admin,Naval,Philippines,PH,11.5612,124.3952,0.0,,1654,AS,Asie
72,72,Philippines,admin,Santa Cruz,Philippines,PH,14.116667,121.283333,0.0,,1655,AS,Asie
73,73,Philippines,admin,Digos,Philippines,PH,6.749722,125.357222,0.0,,1656,AS,Asie
74,74,Philippines,admin,San Juan,Philippines,PH,14.6,121.0333,0.0,,1657,AS,Asie
75,75,Philippines,admin,Mandaluyong City,Philippines,PH,14.5832,121.0409,0.0,,1658,AS,Asie
76,76,Philippines,admin,Maasin,Philippines,PH,10.133611,124.844722,0.0,,1659,AS,Asie
77,77,Philippines,admin,Malaybalay,Philippines,PH,8.1575,125.127778,0.0,,1645,AS,Asie
78,78,Philippines,primary,Manila,Philippines,PH,14.6042,120.9822,0.0,,1660,AS,Asie
80,80,Philippines,admin,Muntinlupa City,Philippines,PH,14.413494,121.026322,0.0,,1663,AS,Asie
81,81,Philippines,admin,Taguig City,Philippines,PH,14.528899,121.072257,0.0,,1664,AS,Asie
82,82,Philippines,admin,City of Parañaque,Philippines,PH,14.497751999999998,120.990737,0.0,,1665,AS,Asie
83,83,Philippines,admin,Daet,Philippines,PH,14.1122,122.9553,0.0,,1666,AS,Asie
84,84,Philippines,admin,San Fernando,Philippines,PH,16.618610999999998,120.319444,0.0,,1667,AS,Asie
85,85,Philippines,admin,Kidapawan,Philippines,PH,7.008333,125.089444,0.0,,1668,AS,Asie
86,86,Philippines,admin,Bangued,Philippines,PH,17.5982,120.6155,0.0,,1669,AS,Asie
89,89,Philippines,admin,San Jose,Philippines,PH,10.745,121.9415,0.0,,1672,AS,Asie
90,90,Philippines,admin,Balanga,Philippines,PH,14.676111,120.536111,0.0,,1673,AS,Asie
91,91,Philippines,admin,Tabuk,Philippines,PH,17.4084,121.2785,0.0,,1674,AS,Asie
92,92,Philippines,admin,Lucena,Philippines,PH,13.9348,121.6127,0.0,,1675,AS,Asie
93,93,Philippines,admin,Tandag,Philippines,PH,9.078333,126.198611,0.0,,1661,AS,Asie
94,94,Philippines,admin,Laoag,Philippines,PH,18.1978,120.5957,0.0,,1644,AS,Asie
95,95,Philippines,admin,Makati City,Philippines,PH,14.550106,121.036017,0.0,,1643,AS,Asie
98,98,Philippines,admin,Prosperidad,Philippines,PH,8.58,125.896389,0.0,,1612,AS,Asie
100,100,Philippines,admin,Jordan,Philippines,PH,10.658356,122.596303,0.0,,1614,AS,Asie
101,101,Philippines,admin,Catbalogan,Philippines,PH,11.775278,124.886111,0.0,,1615,AS,Asie
102,102,Philippines,admin,Pili,Philippines,PH,13.7177,123.7448,0.0,,1616,AS,Asie
104,104,Philippines,admin,Borongan,Philippines,PH,11.608056,125.431944,0.0,,1618,AS,Asie
105,105,Philippines,admin,Malolos,Philippines,PH,14.844302,120.810388,0.0,,1619,AS,Asie
106,106,Philippines,admin,Lagawe,Philippines,PH,16.799965,121.119241,0.0,,1620,AS,Asie
107,107,Philippines,admin,City of Isabela,Philippines,PH,6.704071000000001,121.971171,0.0,,1621,AS,Asie
109,109,Philippines,admin,Ormoc,Philippines,PH,11.006389,124.6075,0.0,,1623,AS,Asie
110,110,Philippines,admin,Malita,Philippines,PH,6.415,125.611667,0.0,,1624,AS,Asie
111,111,Philippines,admin,San Fernando,Philippines,PH,15.034251,120.684446,0.0,,1625,AS,Asie
112,112,Philippines,admin,Sorsogon,Philippines,PH,12.9708,124.0053,0.0,,1626,AS,Asie
113,113,Philippines,admin,Palayan City,Philippines,PH,15.5415,121.0848,0.0,,1627,AS,Asie
115,115,Philippines,admin,Oroquieta,Philippines,PH,8.4859,123.8048,0.0,,1640,AS,Asie
116,116,Philippines,admin,Masbate,Philippines,PH,12.3687,123.6225,0.0,,1639,AS,Asie
118,118,Philippines,admin,Mambajao,Philippines,PH,9.2504,124.7156,0.0,,1637,AS,Asie
119,119,Philippines,admin,Shariff Aguak,Philippines,PH,6.864722,124.441667,0.0,,1636,AS,Asie
120,120,Philippines,admin,Cabadbaran,Philippines,PH,9.123611,125.534444,0.0,,1812,AS,Asie
121,121,Philippines,admin,Tubod,Philippines,PH,8.0555,123.7904,0.0,,1635,AS,Asie
122,122,Philippines,admin,Malabon,Philippines,PH,14.669098000000002,120.971958,0.0,,1633,AS,Asie
124,124,Philippines,admin,Isulan,Philippines,PH,6.629444,124.605,0.0,,1631,AS,Asie
126,126,Philippines,admin,Mati,Philippines,PH,6.955081,126.216552,0.0,,1629,AS,Asie
127,127,Philippines,admin,Trece Martires City,Philippines,PH,14.283234,120.867663,0.0,,1628,AS,Asie
128,128,Philippines,admin,Boac,Philippines,PH,13.4463,121.84,0.0,,1634,AS,Asie
130,130,Philippines,admin,Pasig City,Philippines,PH,14.560355,121.08121,0.0,,1813,AS,Asie
132,132,Philippines,admin,Santiago,Philippines,PH,16.688112,121.547197,0.0,,1987,AS,Asie
133,133,Philippines,admin,Iba,Philippines,PH,15.3276,119.978,0.0,,1988,AS,Asie
135,135,Philippines,admin,Dipolog,Philippines,PH,8.5883,123.3409,0.0,,1990,AS,Asie
137,137,Philippines,admin,Calapan,Philippines,PH,13.410832999999998,121.179722,0.0,,1992,AS,Asie
138,138,Philippines,admin,La Trinidad,Philippines,PH,16.455576999999998,120.590271,0.0,,1993,AS,Asie
140,140,Philippines,admin,Dumaguete City,Philippines,PH,9.307,123.3074,0.0,,1995,AS,Asie
141,141,Philippines,admin,Caloocan City,Philippines,PH,14.649228,120.982589,0.0,,1996,AS,Asie
142,142,Philippines,admin,Marawi City,Philippines,PH,8.003404,124.283948,0.0,,1997,AS,Asie
143,143,Philippines,admin,Nabunturan,Philippines,PH,7.6029,125.9629,0.0,,1998,AS,Asie
146,146,Philippines,admin,Valenzuela,Philippines,PH,14.693645000000002,120.965583,0.0,,1986,AS,Asie
147,147,Philippines,admin,Koronadal,Philippines,PH,6.24501,124.987427,0.0,,2001,AS,Asie
148,148,Philippines,admin,Lingayen,Philippines,PH,16.021818,120.231936,0.0,,2003,AS,Asie
150,150,Philippines,admin,Basco,Philippines,PH,20.448649,121.970172,0.0,,2005,AS,Asie
151,151,Philippines,admin,Romblon,Philippines,PH,12.575127,122.270813,0.0,,2006,AS,Asie
153,153,Philippines,admin,Jolo,Philippines,PH,6.052222,121.002222,0.0,,2008,AS,Asie
0,0,Russie,primary,Moscow,Russia,RU,55.752222,37.615556,10452000.0,10452000.0,2010,AS,Asie
1,1,Russie,admin,Saint Petersburg,Russia,RU,59.89444399999999,30.264167,4553000.0,3493212.0,2011,AS,Asie
2,2,Russie,admin,Novosibirsk,Russia,RU,55.0415,82.9346,1389000.0,1037201.0,2012,AS,Asie
3,3,Russie,admin,Yekaterinburg,Russia,RU,56.8519,60.6122,1313000.0,1227976.0,2013,AS,Asie
4,4,Russie,admin,Nizhniy Novgorod,Russia,RU,56.326944,44.0075,1278000.0,1214926.0,2014,AS,Asie
5,5,Russie,admin,Samara,Russia,RU,53.200065,50.150002,1137000.0,856190.0,2015,AS,Asie
6,6,Russie,admin,Omsk,Russia,RU,55.0,73.4,1135000.0,1043403.0,2016,AS,Asie
7,7,Russie,admin,Kazan’,Russia,RU,55.78874,49.122144,1115000.0,912270.0,2002,AS,Asie
8,8,Russie,admin,Chelyabinsk,Russia,RU,55.154015,61.42915,1091000.0,946604.0,2017,AS,Asie
9,9,Russie,admin,Rostov-na-Donu,Russia,RU,47.23135,39.723284,1052000.0,1013134.0,1985,AS,Asie
10,10,Russie,admin,Ufa,Russia,RU,54.785167,56.045621,1018000.0,920756.0,1983,AS,Asie
12,12,Russie,admin,Volgograd,Russia,RU,48.71939,44.501835,984000.0,619655.0,1954,AS,Asie
13,13,Russie,admin,Krasnoyarsk,Russia,RU,56.018393,92.867174,925000.0,302210.0,1955,AS,Asie
14,14,Russie,admin,Voronezh,Russia,RU,51.672035,39.184301,844000.0,295469.0,1956,AS,Asie
15,15,Russie,admin,Saratov,Russia,RU,51.540556,46.008611,843000.0,786173.0,1957,AS,Asie
16,16,Russie,admin,Krasnodar,Russia,RU,45.044843,38.976029,649851.0,552532.0,1958,AS,Asie
17,17,Russie,admin,Ul’yanovsk,Russia,RU,54.32824100000001,48.38657,640680.0,502427.0,1959,AS,Asie
18,18,Russie,admin,Izhevsk,Russia,RU,56.849756000000006,53.204479000000006,631038.0,591422.0,1960,AS,Asie
19,19,Russie,admin,Yaroslavl’,Russia,RU,57.61977,39.85536,606730.0,535578.0,1961,AS,Asie
20,20,Russie,admin,Barnaul,Russia,RU,53.360556,83.763611,599579.0,539843.0,1962,AS,Asie
21,21,Russie,admin,Vladivostok,Russia,RU,43.1211,131.9226,587022.0,586212.0,1963,AS,Asie
22,22,Russie,admin,Irkutsk,Russia,RU,52.297778,104.296389,586695.0,557955.0,1964,AS,Asie
23,23,Russie,admin,Khabarovsk,Russia,RU,48.482715,135.083793,579000.0,546411.0,1965,AS,Asie
24,24,Russie,admin,Makhachkala,Russia,RU,42.976378,47.502356,554981.0,497959.0,1966,AS,Asie
25,25,Russie,admin,Orenburg,Russia,RU,51.7727,55.0988,550204.0,511437.0,1984,AS,Asie
27,27,Russie,admin,Tomsk,Russia,RU,56.49770899999999,84.974374,535479.0,408421.0,1969,AS,Asie
28,28,Russie,admin,Ryazan’,Russia,RU,54.6269,39.6916,520173.0,484573.0,1970,AS,Asie
29,29,Russie,admin,Tyumen’,Russia,RU,57.152222,65.527222,519119.0,402785.0,1971,AS,Asie
30,30,Russie,admin,Lipetsk,Russia,RU,52.603111,39.570762,515655.0,488633.0,1972,AS,Asie
31,31,Russie,admin,Penza,Russia,RU,53.200656,45.004643,512602.0,471284.0,1973,AS,Asie
32,32,Russie,admin,Astrakhan’,Russia,RU,46.349683,48.040756,502533.0,484194.0,1974,AS,Asie
33,33,Russie,admin,Tula,Russia,RU,54.202133,37.644294,489486.0,468825.0,1975,AS,Asie
34,34,Russie,admin,Kemerovo,Russia,RU,55.333333,86.083333,477090.0,464279.0,1976,AS,Asie
36,36,Russie,admin,Kirov,Russia,RU,58.596654,49.660068,457437.0,457383.0,1978,AS,Asie
37,37,Russie,admin,Cheboksary,Russia,RU,56.132222,47.251944,446781.0,441274.0,1979,AS,Asie
38,38,Russie,admin,Kaliningrad,Russia,RU,54.706493,20.510951,434954.0,371499.0,1980,AS,Asie
39,39,Russie,admin,Bryansk,Russia,RU,53.252089,34.371666,427236.0,425784.0,1981,AS,Asie
42,42,Russie,admin,Kursk,Russia,RU,51.737329,36.187349,409431.0,388053.0,1952,AS,Asie
43,43,Russie,admin,Tver’,Russia,RU,56.860491,35.876027,400212.0,363874.0,2018,AS,Asie
46,46,Russie,admin,Vladikavkaz,Russia,RU,43.036667,44.66777800000001,364630.0,317370.0,2056,AS,Asie
47,47,Russie,admin,Stavropol’,Russia,RU,45.0428,41.9734,363064.0,338527.0,2057,AS,Asie
48,48,Russie,admin,Ulan-Ude,Russia,RU,51.827212,107.606268,360278.0,347976.0,2058,AS,Asie
49,49,Russie,admin,Arkhangel’sk,Russia,RU,64.5401,40.5433,356051.0,234322.0,2059,AS,Asie
50,50,Russie,admin,Belgorod,Russia,RU,50.610743,36.58015200000001,345289.0,310720.0,2060,AS,Asie
51,51,Russie,admin,Kurgan,Russia,RU,55.45,65.333333,343129.0,315670.0,2061,AS,Asie
52,52,Russie,admin,Kaluga,Russia,RU,54.529302,36.275415,338978.0,288489.0,2062,AS,Asie
53,53,Russie,admin,Orël,Russia,RU,52.965076,36.078495,334552.0,324200.0,2063,AS,Asie
55,55,Russie,admin,Yoshkar-Ola,Russia,RU,56.63694399999999,47.871111,324406.0,279100.0,2065,AS,Asie
57,57,Russie,admin,Smolensk,Russia,RU,54.7818,32.0401,320991.0,302918.0,2067,AS,Asie
59,59,Russie,admin,Murmansk,Russia,RU,68.979174,33.092514,319263.0,224253.0,2054,AS,Asie
60,60,Russie,admin,Vladimir,Russia,RU,56.136547,40.396576,318648.0,310024.0,2069,AS,Asie
62,62,Russie,admin,Chita,Russia,RU,52.031712,113.500867,308500.0,277807.0,2072,AS,Asie
63,63,Russie,admin,Nal’chik,Russia,RU,43.498056,43.618889,307866.0,272800.0,2073,AS,Asie
64,64,Russie,admin,Saransk,Russia,RU,54.1838,45.1749,303394.0,303215.0,2074,AS,Asie
65,65,Russie,admin,Tambov,Russia,RU,52.731689,41.443262,301482.0,290933.0,2075,AS,Asie
66,66,Russie,admin,Vologda,Russia,RU,59.2187,39.8886,294889.0,208495.0,2076,AS,Asie
68,68,Russie,admin,Kostroma,Russia,RU,57.766468,40.926864,277656.0,236255.0,2078,AS,Asie
69,69,Russie,admin,Komsomol’sk-na-Amure,Russia,RU,50.55034000000001,137.00995,275908.0,252840.0,2079,AS,Asie
72,72,Russie,admin,Petrozavodsk,Russia,RU,61.796131,34.349295,265025.0,231676.0,2082,AS,Asie
79,79,Russie,admin,Yakutsk,Russia,RU,62.033889,129.733056,235600.0,206026.0,2021,AS,Asie
81,81,Russie,admin,Syktyvkar,Russia,RU,61.676422,50.809941,230910.0,230139.0,2023,AS,Asie
85,85,Russie,admin,Groznyy,Russia,RU,43.311947,45.688951,226100.0,216375.0,2027,AS,Asie
88,88,Russie,admin,Blagoveshchensk,Russia,RU,50.279614,127.540505,221296.0,192126.0,2030,AS,Asie
89,89,Russie,admin,Velikiy Novgorod,Russia,RU,58.51666700000001,31.283333,218717.0,218717.0,2031,AS,Asie
92,92,Russie,admin,Pskov,Russia,RU,57.8136,28.3496,201990.0,177969.0,2034,AS,Asie
99,99,Russie,admin,Petropavlovsk-Kamchatskiy,Russia,RU,53.044435,158.650762,187282.0,177259.0,2041,AS,Asie
101,101,Russie,admin,Yuzhno-Sakhalinsk,Russia,RU,46.954068,142.736027,176484.0,172886.0,2043,AS,Asie
105,105,Russie,admin,Abakan,Russia,RU,53.71555600000001,91.429167,167289.0,155465.0,2047,AS,Asie
112,112,Russie,admin,Maykop,Russia,RU,44.607778,40.105833,158451.0,128303.0,1949,AS,Asie
132,132,Russie,admin,Cherkessk,Russia,RU,44.223333,42.057778000000006,116224.0,86082.0,1869,AS,Asie
140,140,Russie,admin,Kyzyl,Russia,RU,51.714721,94.453379,108240.0,104381.0,1877,AS,Asie
144,144,Russie,admin,Elista,Russia,RU,46.307778000000006,44.255833,106971.0,92485.0,1880,AS,Asie
163,163,Russie,admin,Magadan,Russia,RU,59.563803,150.80347,95282.0,87161.0,1832,AS,Asie
186,186,Russie,admin,Birobidzhan,Russia,RU,48.792845,132.923856,76146.0,73899.0,1924,AS,Asie
196,196,Russie,admin,Khanty-Mansiysk,Russia,RU,61.004167,69.001944,67800.0,28428.0,1933,AS,Asie
223,223,Russie,admin,Gorno-Altaysk,Russia,RU,51.956111,85.955,59868.0,54917.0,1892,AS,Asie
303,303,Russie,admin,Salekhard,Russia,RU,66.53,66.60194399999999,38025.0,26829.0,8035,AS,Asie
379,379,Russie,admin,Nar’yan-Mar,Russia,RU,67.641793,53.043071,21658.0,18041.0,8111,AS,Asie
437,437,Russie,admin,Anadyr’,Russia,RU,64.734237,177.510295,10332.0,10332.0,7896,AS,Asie
560,560,Russie,admin,Magas,Russia,RU,43.166667,44.8,0.0,,8292,AS,Asie
579,579,Russie,admin,Gorod Maykop,Russia,RU,44.666667,40.0,0.0,,8311,AS,Asie
595,595,Russie,admin,Ivanovo,Russia,RU,56.99719200000001,40.971392,0.0,,8395,AS,Asie
600,600,Russie,admin,Perm’,Russia,RU,58.017411,56.28551700000001,0.0,,8400,AS,Asie
0,0,Arabie Saoudite,primary,Riyadh,Saudi Arabia,SA,24.653837,46.715683,4465000.0,4205961.0,8203,AS,Asie
2,2,Arabie Saoudite,admin,Ad Dammām,Saudi Arabia,SA,26.434417,50.103263,2054710.0,768602.0,8205,AS,Asie
3,3,Arabie Saoudite,admin,Medina,Saudi Arabia,SA,24.468611,39.614167,1010000.0,1010000.0,8206,AS,Asie
7,7,Arabie Saoudite,admin,Tabūk,Saudi Arabia,SA,28.399804,36.571505,547957.0,455450.0,8210,AS,Asie
8,8,Arabie Saoudite,admin,Buraydah,Saudi Arabia,SA,26.325986,43.974966,398581.0,391336.0,8211,AS,Asie
9,9,Arabie Saoudite,admin,Ḩā’il,Saudi Arabia,SA,27.521876,41.690732,385257.0,385257.0,8212,AS,Asie
10,10,Arabie Saoudite,admin,Najrān,Saudi Arabia,SA,17.493259,44.127659,369609.0,258573.0,8213,AS,Asie
17,17,Arabie Saoudite,admin,‘Ar‘ar,Saudi Arabia,SA,30.97531,41.038079,222016.0,148540.0,8152,AS,Asie
18,18,Arabie Saoudite,admin,Abhā,Saudi Arabia,SA,18.216389000000003,42.505278,210886.0,204719.0,8153,AS,Asie
19,19,Arabie Saoudite,admin,Jāzān,Saudi Arabia,SA,16.889167,42.551111,105198.0,95596.0,8154,AS,Asie
28,28,Arabie Saoudite,admin,Sakākā,Saudi Arabia,SA,29.969742,40.206414,0.0,,8163,AS,Asie
29,29,Arabie Saoudite,admin,Mecca,Saudi Arabia,SA,21.42664,39.825632,0.0,,8164,AS,Asie
30,30,Arabie Saoudite,admin,Al Bāḩah,Saudi Arabia,SA,20.012883,41.467671,0.0,,8165,AS,Asie
0,0,Viet Nam,admin,Ho Chi Minh City,Vietnam,VN,10.776577,106.70085,5314000.0,3467331.0,8183,AS,Asie
1,1,Viet Nam,primary,Hanoi,Vietnam,VN,21.028167,105.854152,4378000.0,1431270.0,8166,AS,Asie
2,2,Viet Nam,admin,Haiphong,Vietnam,VN,20.864807,106.683449,1969000.0,602695.0,8168,AS,Asie
3,3,Viet Nam,admin,Cần Thơ,Vietnam,VN,10.037105,105.788249,1121000.0,259598.0,8169,AS,Asie
4,4,Viet Nam,admin,Đà Nẵng,Vietnam,VN,16.074806,108.223958,1000000.0,887069.0,8170,AS,Asie
5,5,Viet Nam,admin,Huế,Vietnam,VN,16.461901,107.595458,950000.0,340000.0,8171,AS,Asie
6,6,Viet Nam,admin,Quy Nhơn,Vietnam,VN,13.768898000000002,109.228563,805290.0,280900.0,8172,AS,Asie
9,9,Viet Nam,admin,Thành Phố Thái Nguyên,Vietnam,VN,21.59422,105.848172,500000.0,330000.0,8175,AS,Asie
10,10,Viet Nam,admin,Nha Trang,Vietnam,VN,12.248089,109.19436,411556.0,283441.0,8176,AS,Asie
11,11,Viet Nam,admin,Cà Mau,Vietnam,VN,9.176817,105.152421,356636.0,204895.0,8177,AS,Asie
12,12,Viet Nam,admin,Việt Trì,Vietnam,VN,21.32274,105.401981,350000.0,260288.0,8178,AS,Asie
13,13,Viet Nam,admin,Long Xuyên,Vietnam,VN,10.386392,105.435178,350000.0,158153.0,8179,AS,Asie
14,14,Viet Nam,admin,Buôn Ma Thuột,Vietnam,VN,12.674192,108.043542,349945.0,146975.0,8180,AS,Asie
15,15,Viet Nam,admin,Phan Thiết,Vietnam,VN,10.928888,108.102078,336846.0,160652.0,8181,AS,Asie
17,17,Viet Nam,admin,Sóc Trăng,Vietnam,VN,9.599946,105.971932,300000.0,173922.0,8217,AS,Asie
18,18,Viet Nam,admin,Đà Lạt,Vietnam,VN,11.935883,108.442891,256019.0,131377.0,8218,AS,Asie
19,19,Viet Nam,admin,Quảng Ngãi,Vietnam,VN,15.120467,108.792318,250000.0,119251.0,8219,AS,Asie
20,20,Viet Nam,admin,Vũng Tàu,Vietnam,VN,10.35,107.066667,248767.0,209683.0,8255,AS,Asie
21,21,Viet Nam,admin,Thủ Dầu Một,Vietnam,VN,10.980396,106.651905,244277.0,244277.0,8256,AS,Asie
22,22,Viet Nam,admin,Thành Phố Nam Định,Vietnam,VN,20.433886,106.177286,243186.0,243186.0,8257,AS,Asie
23,23,Viet Nam,admin,Thành phố Bạc Liêu,Vietnam,VN,9.294141,105.727764,225000.0,150000.0,8258,AS,Asie
24,24,Viet Nam,admin,Thành Phố Thái Bình,Vietnam,VN,20.45,106.340018,210000.0,210000.0,8259,AS,Asie
28,28,Viet Nam,admin,Phan Rang-Tháp Chàm,Vietnam,VN,11.564315,108.988581,179773.0,91520.0,8263,AS,Asie
29,29,Viet Nam,admin,Hà Tĩnh,Vietnam,VN,18.34282,105.905695,165396.0,165396.0,8264,AS,Asie
30,30,Viet Nam,admin,Cao Lãnh,Vietnam,VN,10.460171,105.632944,149837.0,149837.0,8265,AS,Asie
31,31,Viet Nam,admin,Thành Phố Lạng Sơn,Vietnam,VN,21.852639,106.76101,148000.0,148000.0,8266,AS,Asie
34,34,Viet Nam,admin,Tân An,Vietnam,VN,10.535893,106.41366,137498.0,64801.0,8254,AS,Asie
36,36,Viet Nam,admin,Trà Vinh,Vietnam,VN,9.947188,106.342249,131360.0,131360.0,8271,AS,Asie
37,37,Viet Nam,admin,Thành Phố Ninh Bình,Vietnam,VN,20.258085,105.979651,130517.0,130517.0,8272,AS,Asie
38,38,Viet Nam,admin,Tây Ninh,Vietnam,VN,11.310043,106.098275,126370.0,126370.0,8273,AS,Asie
41,41,Viet Nam,admin,Thành Phố Hòa Bình,Vietnam,VN,20.817166,105.33759,105260.0,99502.0,8276,AS,Asie
43,43,Viet Nam,admin,Yên Bái,Vietnam,VN,21.722881,104.911296,96540.0,96540.0,8278,AS,Asie
46,46,Viet Nam,admin,Tuy Hòa,Vietnam,VN,13.095457,109.320939,69596.0,69596.0,8281,AS,Asie
47,47,Viet Nam,admin,Lào Cai,Vietnam,VN,22.485555,103.970661,67206.0,36502.0,8282,AS,Asie
49,49,Viet Nam,admin,Bắc Giang,Vietnam,VN,21.273073,106.194597,53728.0,53728.0,8284,AS,Asie
51,51,Viet Nam,admin,Thành Phố Hà Giang,Vietnam,VN,22.823333,104.983572,38362.0,32690.0,8253,AS,Asie
52,52,Viet Nam,admin,Thành Phố Tuyên Quang,Vietnam,VN,21.823559,105.21424,36430.0,36430.0,8252,AS,Asie
53,53,Viet Nam,admin,Bắc Kạn,Vietnam,VN,22.147009,105.83481,29227.0,29227.0,8251,AS,Asie
55,55,Viet Nam,admin,Đông Hà,Vietnam,VN,16.817615,107.100772,17662.0,17662.0,8221,AS,Asie
104,104,Viet Nam,admin,Bến Tre,Vietnam,VN,10.241466,106.375852,0.0,,7518,AS,Asie
148,148,Viet Nam,admin,Thành Phố Hải Dương,Vietnam,VN,20.940994,106.333016,0.0,,7495,AS,Asie
157,157,Viet Nam,admin,Pleiku,Vietnam,VN,13.983332999999998,108.0,0.0,,7572,AS,Asie
172,172,Viet Nam,admin,Thanh Hóa,Vietnam,VN,19.8,105.766667,0.0,,7586,AS,Asie
180,180,Viet Nam,admin,Thành Phố Sơn La,Vietnam,VN,21.325598,103.91882,0.0,,7595,AS,Asie
188,188,Viet Nam,admin,Biên Hòa,Vietnam,VN,10.944689,106.824317,0.0,,7536,AS,Asie
189,189,Viet Nam,admin,Hưng Yên,Vietnam,VN,20.646366,106.05112,0.0,,7570,AS,Asie
205,205,Viet Nam,admin,Bắc Ninh,Vietnam,VN,21.18608,106.076315,0.0,,7569,AS,Asie
